video_id,thumbnail_url,labels,faces,texts,adult,medical,racy,spoof,violence
Y4Md_fTKaBM,https://i.ytimg.com/vi/Y4Md_fTKaBM/hqdefault.jpg,"['Advertising', 'Baby', 'Carbonated soft drinks', 'Child', 'Drink', 'Eyelash', 'Font', 'Food', 'Fun', 'Happy', 'Junk food', 'Leisure', 'Logo', 'Recreation', 'Soft drink', 'Summer', 'Sweetness', 'Toddler']",['suprised'],"['Cola', 'Olceller', 'Woca', 'Woca Cola\nOlceller uhile!\n', 'uhile!']",POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
3ivhGlq5wNQ,https://i.ytimg.com/vi/3ivhGlq5wNQ/hqdefault.jpg,"['Animated cartoon', 'Animation', 'Art', 'Bone', 'Cartoon', 'Comic book', 'Comics', 'Entertainment', 'Facial expression', 'Fiction', 'Fictional character', 'Font', 'Fun', 'Illustration', 'Mammal', 'Mask', 'Organism', 'Performing arts', 'Personal protective equipment', 'Photo caption', 'Skull', 'Supernatural creature', 'T-shirt']",[],"['Are', 'Disturbing!', 'These', 'These Are Disturbing!\n']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
manf5VLuux0,https://i.ytimg.com/vi/manf5VLuux0/hqdefault.jpg,"['Animated cartoon', 'Art', 'Bone', 'Costume', 'Darkness', 'Electric blue', 'Entertainment', 'Event', 'Fiction', 'Fictional character', 'Font', 'Happy', 'Magenta', 'Mask', 'Organism', 'Performing arts', 'Personal protective equipment', 'Photo caption', 'Skull', 'Supernatural creature']",['other'],"['1970', 'Now', 'Now this is\nmore like it!\nTrailer Re-edited\n1970\n', 'Re-edited', 'Trailer', 'is', 'it!', 'like', 'more', 'this']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
uYJFHSrPHLE,https://i.ytimg.com/vi/uYJFHSrPHLE/hqdefault.jpg,"['Animated cartoon', 'Animation', 'Art', 'Cartoon', 'Electric blue', 'Entertainment', 'Event', 'Fiction', 'Fictional character', 'Font', 'Fun', 'Games', 'Graphic design', 'Graphics', 'Illustration', 'Magenta', 'Organism', 'Photo caption', 'Purple', 'Violet']",[],"['LIX', 'MASTERS', 'MASTERS OF THE UNIVERSE\nTREVELATION Trailer\nSKELETOR\nREACIS\nNE LIX\n', 'NE', 'OF', 'REACIS', 'SKELETOR', 'THE', 'TREVELATION', 'Trailer', 'UNIVERSE']",LIKELY,UNLIKELY,VERY_LIKELY,POSSIBLE,UNLIKELY
IOz2w_akmrA,https://i.ytimg.com/vi/IOz2w_akmrA/hqdefault.jpg,"['Animated cartoon', 'Animation', 'Art', 'Cartoon', 'Comic book', 'Comics', 'Drawing', 'Event', 'Fiction', 'Fictional character', 'Fun', 'Happy', 'Illustration', 'Magenta', 'Mammal', 'Poster', 'Spider-man', 'Vertebrate']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
vy-drdZlH98,https://i.ytimg.com/vi/vy-drdZlH98/hqdefault.jpg,"['Art', 'Automotive lighting', 'Calabaza', 'Electric blue', 'Entertainment', 'Fiction', 'Fictional character', 'Font', 'Logo', 'Movie', 'Photo caption', 'Skull']",[],"['At', 'BETTER', 'BETTER\nNOT\nLAUGH\nAt my Memes!\n', 'LAUGH', 'Memes!', 'NOT', 'my']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
VB3-XHYQLF4,https://i.ytimg.com/vi/VB3-XHYQLF4/hqdefault.jpg,"['Animation', 'Art', 'Cartoon', 'Electric blue', 'Entertainment', 'Event', 'Facial expression', 'Fictional character', 'Font', 'Fun', 'Gesture', 'Graphic design', 'Graphics', 'Happy', 'Illustration', 'Logo', 'Magenta', 'Photo caption', 'Product', 'Sign language', 'Smile', 'T-shirt', 'Thumb']",['other'],"['CANCELTHIS!', 'CANCELTHIS!\n']",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
TG2J_sAXRWU,https://i.ytimg.com/vi/TG2J_sAXRWU/hqdefault.jpg,"['Advertising', 'Community', 'Conversation', 'Electric blue', 'Fictional character', 'Font', 'Fun', 'Happy', 'Logo', 'Magenta', 'Movie', 'News', 'Organism', 'Photo caption', 'Product', 'Screenshot', 'Technology', 'Television program', 'Wrinkle']",['suprised'],"['CAUL', 'CRAZY?', 'ME', 'THEY', 'WOW!', 'WOW!\nTHEY CAUL ME CRAZY?\n']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
Smp6NDdN4d4,https://i.ytimg.com/vi/Smp6NDdN4d4/maxresdefault.jpg,"['Advertising', 'Cool', 'Electric blue', 'Entertainment', 'Event', 'Fictional character', 'Font', 'Fun', 'Games', 'Logo', 'Magenta', 'News', 'Photo caption', 'Publication', 'Recreation', 'Screenshot', 'Smile', 'T-shirt', 'Youth']",['happy'],"['BEST', 'BEST\nSHANDIE\nWR\n', 'SHANDIE', 'WR']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
FnzhkJP5yIk,https://i.ytimg.com/vi/FnzhkJP5yIk/hqdefault.jpg,"['Animated cartoon', 'Animation', 'Art', 'Cartoon', 'Conversation', 'Facial expression', 'Fictional character', 'Finger', 'Font', 'Fun', 'Gesture', 'Happy', 'Illustration', 'Jaw', 'Magenta', 'Mammal', 'Mouth', 'Organism', 'Photo caption', 'Sharing', 'Smile', 'Thumb']",['other'],"['CALL', 'VS', 'WARRIORS', 'YOU', 'YOU CALL\nYOURSELVES\nWARRIORS\nVS\n', 'YOURSELVES']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
6i-UDVNg804,https://i.ytimg.com/vi/6i-UDVNg804/maxresdefault.jpg,"['Action figure', 'Arm', 'Art', 'Costume', 'Entertainment', 'Event', 'Eyewear', 'Fiction', 'Fictional character', 'Finger', 'Gesture', 'Human body', 'Junk food', 'Mask', 'Masque', 'Nail', 'Performing arts', 'Plastic bottle', 'Selfie', 'Smile', 'Toy', 'Visual arts']",[],"['10', '10\n']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
yvMmy0YPybI,https://i.ytimg.com/vi/yvMmy0YPybI/hqdefault.jpg,"['Art', 'Carmine', 'Cartoon', 'Fictional character', 'Font', 'Gesture', 'Graphic design', 'Graphics', 'Happy', 'Illustration', 'Logo', 'Outdoor shoe', 'Poster', 'Walking shoe']",[],"['1', 'A', 'DREAM', 'I', 'MAKING', 'MICKEY', 'MOUSE', 'OF', 'PART', 'PROPOSITION', 'SEASON', 'SEASON I\nTHE MAKING OF A\nSTAR WARS\nDREAM\n· THE MICKEY MOUSE\nPROPOSITION\nPART 1\n', 'STAR', 'THE', 'WARS', '·']",UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
1RdxPkOT-HE,https://i.ytimg.com/vi/1RdxPkOT-HE/maxresdefault.jpg,"['Advertising', 'Darkness', 'Electric blue', 'Entertainment', 'Event', 'Fiction', 'Fictional character', 'Font', 'Graphic design', 'Graphics', 'Illustration', 'Logo', 'Movie', 'Performing arts', 'Photo caption', 'Poster', 'Publication', 'Skull', 'T-shirt', 'Technology', 'Video game software']",[],"['BUT', 'DUMB', 'DUMB BUT FUN!\nFIGHT!\n', 'FIGHT!', 'FUN!']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
kyMzJ_BF-CE,https://i.ytimg.com/vi/kyMzJ_BF-CE/maxresdefault.jpg,"['Advertising', 'Animated cartoon', 'Art', 'Cartoon', 'Fictional character', 'Font', 'Happy', 'Humour', 'Logo', 'Mammal', 'Photo caption', 'Pink', 'Plush', 'Poster', 'Sharing', 'Smile', 'Snout', 'Stuffed toy', 'Terrestrial animal', 'Toy', 'Vertebrate', 'White']",[],"['DEAD', 'DEAD MOUSE\nWALKING!\nmemegenerator.\n', 'MOUSE', 'WALKING!', 'memegenerator.']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
QjZjY-Gdvlc,https://i.ytimg.com/vi/QjZjY-Gdvlc/hqdefault.jpg,"['Carmine', 'Event', 'Font', 'Friendship', 'Fur', 'Happy', 'Love', 'Mammal', 'Pattern', 'Petal', 'Pink', 'Plush', 'Red', 'Stuffed toy', 'Teddy bear', 'Terrestrial animal', 'Textile', 'Toy']",['angry'],"['CEREAL', ""DISNEP's"", 'Os!', ""They're"", 'WWWOKE', 'Woxel', ""Woxel\nDISNEP's\nWoxep Os!\nCEREAL\nThey're\nWWWOKE\n"", 'Woxep']",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
F2T55EedzhQ,https://i.ytimg.com/vi/F2T55EedzhQ/hqdefault.jpg,"['Bangs', 'Black hair', 'Christmas decoration', 'Christmas ornament', 'Christmas tree', 'Event', 'Eyelash', 'Font', 'Fun', 'Happy', 'Holiday', 'Magenta', 'Movie', 'Ornament', 'Photo caption', 'Photomontage', 'Sharing']",['other'],"['084', 'MSOSADI!', 'MSOSADI!\n084\n']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
f7KUpPkZWRw,https://i.ytimg.com/vi/f7KUpPkZWRw/hqdefault.jpg,"['Animated cartoon', 'Art', 'Audio equipment', 'Cartoon', 'Communication Device', 'Fictional character', 'Font', 'Gadget', 'Gesture', 'Happy', 'Mammal', 'Organism', 'Photo caption', 'Plush', 'Product', 'Selfie', 'Sharing', 'Smile', 'Snout', 'Stuffed toy', 'Terrestrial animal', 'Toy']",[],"['MEMES!', 'MUPPET', 'MUPPETS', 'MUPPETS\nREAD\nMUPPET\nMEMES!\n', 'READ']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
vnF-kT_vfQA,https://i.ytimg.com/vi/vnF-kT_vfQA/maxresdefault.jpg,"['Animated cartoon', 'Carmine', 'Event', 'Fun', 'Fur', 'Happy', 'Mascot', 'Plush', 'Smile', 'Snout', 'Stuffed toy', 'Tableware', 'Terrestrial animal', 'Toy', 'Wine glass']",['happy'],[],UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
MJpy6Ka2AJs,https://i.ytimg.com/vi/MJpy6Ka2AJs/hqdefault.jpg,"['Animation', 'Brand', 'Electric blue', 'Event', 'Fictional character', 'Font', 'Fun', 'Happy', 'Jaw', 'Logo', 'Magenta', 'Mouth', 'Organism', 'Photo caption', 'Product', 'Screenshot', 'Smile', 'T-shirt']",[],"['Celebs', 'DEAGTIONS', 'FATL', 'Responsibility', 'SKELETOR', 'SKELETOR\nDEAGTIONS\nFATL\nCelebs Take\nResponsibility\n', 'Take']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
TWHFsn-sWtQ,https://i.ytimg.com/vi/TWHFsn-sWtQ/hqdefault.jpg,"['Advertising', 'Cap', 'Cowboy hat', 'Event', 'Fedora', 'Font', 'Happy', 'Hat', 'Landscape', 'Movie', 'Music', 'Photo caption', 'Smile', 'Sun hat']","['other', 'other', 'suprised']","['Commercial', 'INDLANA', 'INDLANA OIE S\nThe final\nTNDIGNTY\nTOY LINE\nCommercial parody\n', 'LINE', 'OIE', 'S', 'TNDIGNTY', 'TOY', 'The', 'final', 'parody']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
0tudonDfMMg,https://i.ytimg.com/vi/0tudonDfMMg/hqdefault.jpg,"['Animation', 'Art', 'Bone', 'Cool', 'Costume', 'Electric blue', 'Entertainment', 'Event', 'Fictional character', 'Font', 'Fun', 'Human', 'Jaw', 'Magenta', 'Mask', 'Mouth', 'Skull', 'Sleeve', 'Smile', 'T-shirt']",[],"['EXCUSES!', 'ISFEDUP', 'SKELETOR', 'SKELETOR\nISFEDUP\nWITH YOUR\nEXCUSES!\n', 'WITH', 'YOUR']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
yJ6D_eUNQRI,https://i.ytimg.com/vi/yJ6D_eUNQRI/hqdefault.jpg,"['Advertising', 'Animated cartoon', 'Art', 'Carmine', 'Cartoon', 'Christmas eve', 'Event', 'Fictional character', 'Font', 'Fun', 'Games', 'Happy', 'Hat', 'Holiday', 'Magenta', 'Mammal', 'Organism', 'Photo caption', 'Pink', 'Plush', 'Screenshot', 'Stuffed toy', 'Teddy bear']",['other'],"['Are', 'Hey', 'Hey Tom\nAre we Sonfiakes?\n', 'Sonfiakes?', 'Tom', 'we']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
mMSPO80zcuU,https://i.ytimg.com/vi/mMSPO80zcuU/hqdefault.jpg,"['Advertising', 'Animation', 'Art', 'Bone', 'Comedy', 'Entertainment', 'Event', 'Eyewear', 'Fiction', 'Fictional character', 'Font', 'Graphics', 'Hat', 'Headgear', 'Logo', 'Magenta', 'Mask', 'Performing arts', 'Photo caption', 'Skull']",[],"['MK', 'Reacts', 'Skeletor', 'Skeletor Reacts\nTo MK Trailer\n', 'To', 'Trailer']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
O3mXjBZk_lk,https://i.ytimg.com/vi/O3mXjBZk_lk/maxresdefault.jpg,"['Art', 'Baseball cap', 'Cap', 'Event', 'Fictional character', 'Font', 'Fun', 'Gesture', 'Graphics', 'Happy', 'Hat', 'Logo', 'Organ', 'Product', 'Sharing', 'Sleeve', 'T-shirt']","['suprised', 'happy']","['2', 'DREAM', 'MAKING', 'OFA', 'PAC-M', 'PART', 'STAR', 'THE', 'THE MAKING OFA\nSTAR\nWARS\nDREAM\nPART 2\nPAC-M\n', 'WARS']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
aQr3LXkv95w,https://i.ytimg.com/vi/aQr3LXkv95w/hqdefault.jpg,"['Advertising', 'Display device', 'Event', 'Font', 'Magenta', 'Multimedia', 'News', 'Photo caption', 'Sharing', 'Signage', 'T-shirt', 'Television program']","['other', 'suprised', 'other']","['A', 'ANGERI', 'Day', 'FAN', 'FOR', 'Green', 'Musical', 'REASON', 'TRUE', 'TRUE REASON FOR FAN ANGERI\nA Green Day Musical\n']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
gAMpMW38de8,https://i.ytimg.com/vi/gAMpMW38de8/hqdefault.jpg,"['Advertising', 'Cap', 'Child', 'Cool', 'Display device', 'Entertainment', 'Event', 'Eye', 'Facial expression', 'Font', 'Friendship', 'Fun', 'Hair', 'Happy', 'Movie', 'Photo caption', 'Sharing', 'Sleeve', 'T-shirt', 'Television', 'Toddler']","['other', 'other', 'other']","['OHNO!', 'WW34', 'WW34\nOHNO!\n']",POSSIBLE,VERY_UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY
oltpyhM2bJU,https://i.ytimg.com/vi/oltpyhM2bJU/hqdefault.jpg,"['Baseball cap', 'Beard', 'Cap', 'Chest', 'Cool', 'Crowd', 'Display device', 'Electronic device', 'Entertainment', 'Event', 'Eyewear', 'Facial hair', 'Font', 'Fun', 'Headgear', 'Magenta', 'Moustache', 'Multimedia', 'Photo caption', 'Recreation', 'Selfie', 'T-shirt']",['other'],"['Powered', 'Powered by\nStream Yard\nShanie\n', 'Shanie', 'Stream', 'Yard', 'by']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
rLQasWFCMTM,https://i.ytimg.com/vi/rLQasWFCMTM/hqdefault.jpg,"['Art', 'Cap', 'Child', 'Facial expression', 'Fictional character', 'Font', 'Fun', 'Happy', 'Illustration', 'Jaw', 'Junk food', 'Mouth', 'Organ', 'Photo caption', 'Sharing', 'T-shirt', 'Toddler']","['suprised', 'other']","['COISENT?', 'FOUR', 'IOAVE', 'May', 'May IOAVE FOUR COISENT?\n']",UNLIKELY,UNLIKELY,POSSIBLE,LIKELY,POSSIBLE
dpi-f9KM9bk,https://i.ytimg.com/vi/dpi-f9KM9bk/hqdefault.jpg,"['Advertising', 'Art', 'Bangs', 'Carmine', 'Eyelash', 'Fiction', 'Fictional character', 'Flesh', 'Font', 'Happy', 'Photo caption', 'Photomontage', 'T-shirt']","['other', 'other']","['CRUBIA', 'CRUBIA\nMA ST\n', 'MA', 'ST']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
V5yuNyJmB4g,https://i.ytimg.com/vi/V5yuNyJmB4g/maxresdefault.jpg,"['Advertising', 'Event', 'Facial expression', 'Fictional character', 'Font', 'Happy', 'Human', 'Magenta', 'Organism', 'People', 'Photo caption']",[],"['""FAKE', 'ISAWAKE!', 'REACTS', 'SKELETOR', 'TO', 'TOM', 'TOM ISAWAKE!\nSKELETOR\nREACTS TO\n""FAKE WOKE\n', 'WOKE']",UNLIKELY,UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
76GzXI1WEPQ,https://i.ytimg.com/vi/76GzXI1WEPQ/hqdefault.jpg,"['Animation', 'Bone', 'Electric blue', 'Entertainment', 'Event', 'Eyewear', 'Fiction', 'Fictional character', 'Font', 'Fun', 'Gesture', 'Hat', 'Jaw', 'Mouth', 'Movie', 'Photo caption', 'Selfie', 'Skull', 'T-shirt', 'Team']","['other', 'other']","['FIGHT!', 'FIGHT!\n']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
l2_OjvoE9zE,https://i.ytimg.com/vi/l2_OjvoE9zE/maxresdefault.jpg,"['Electric blue', 'Event', 'Facial expression', 'Fictional character', 'Font', 'Gesture', 'Happy', 'Hat', 'Magenta', 'Organism', 'Photo caption', 'Poster', 'Sleeve']",['other'],"['3', 'MICKEY', 'MOUSE', 'PART', 'Proposal', 'SKELETOR', 'Star', 'The', 'The SKELETOR Threat\nMICKEY MOUSE\nStar Wars Proposal\nPART 3\nTimim\n', 'Threat', 'Timim', 'Wars']",UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
rCmb2dIzAHw,https://i.ytimg.com/vi/rCmb2dIzAHw/hqdefault.jpg,"['Advertising', 'Beard', 'Blond', 'Chair', 'Comfort', 'Conversation', 'Couch', 'Event', 'Font', 'Fun', 'Happy', 'Hat', 'Leisure', 'Photo caption', 'Room', 'Sharing', 'Sitting', 'Snapshot', 'T-shirt']","['other', 'other', 'other']","['""HEARD""', 'Dont', 'IF', 'NOT', 'NOT SURE IF YOU ""HEARD""\nDont think\ndeserve that\nTURDIS THE WORD\n', 'SURE', 'THE', 'TURDIS', 'WORD', 'YOU', 'deserve', 'that', 'think']",UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
