video_id,thumbnail_url,labels,faces,texts,adult,medical,racy,spoof,violence
ymrYNmOi0cs,https://i.ytimg.com/vi/ymrYNmOi0cs/maxresdefault.jpg,"['Baseball cap', 'Beard', 'Cap', 'Drink', 'Drinking', 'Event', 'Facial expression', 'Facial hair', 'Fun', 'Gesture', 'Hairstyle', 'Happy', 'Hat', 'Human', 'Junk food', 'Moustache', 'Mouth', 'Organ', 'People']","['other', 'other']","['EQué', 'EQué\npaso?\n', 'paso?']",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
w7btR5DHVWc,https://i.ytimg.com/vi/w7btR5DHVWc/maxresdefault.jpg,"['Chair', 'Cuisine', 'Dish', 'Event', 'Fast food', 'Finger food', 'Flower', 'Food', 'Fun', 'Green', 'Happy', 'Junk food', 'Leisure', 'Plant', 'Recreation', 'Sharing', 'T-shirt', 'Tableware', 'Tree']","['happy', 'other', 'other']","['ASOMBROSA', 'ASOMBROSA\nCOMIDA MEXICANA\nen Sinaloa\n', 'COMIDA', 'MEXICANA', 'Sinaloa', 'en']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
Hs9_VQE7U24,https://i.ytimg.com/vi/Hs9_VQE7U24/maxresdefault.jpg,"['Art', 'Bovine', 'Door', 'Ecoregion', 'Fawn', 'Fedora', 'Fun', 'Hat', 'Landscape', 'Livestock', 'Pack animal', 'Ranch', 'Road', 'Sky', 'Steppe', 'Sun hat', 'Travel', 'Tree', 'Visual arts', 'Working animal']","['other', 'happy']",[],UNLIKELY,UNLIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY
WJuAmyB2XYY,https://i.ytimg.com/vi/WJuAmyB2XYY/maxresdefault.jpg,"['Beard', 'Eyebrow', 'Eyelash', 'Facial hair', 'Flash photography', 'Forehead', 'Fun', 'Gesture', 'Grass', 'Happy', 'Jaw', 'Lip', 'Moustache', 'Mouth', 'Muscle', 'Nose', 'People in nature', 'Photo caption', 'Tree', 'Wrinkle']",['other'],"['ADICCIÓN?', 'CYAES', 'CYAES UNA\nADICCIÓN?\n', 'UNA']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY
07pUxeV4iKc,https://i.ytimg.com/vi/07pUxeV4iKc/maxresdefault.jpg,"['Beard', 'Beauty', 'Blond', 'Cheek', 'Chin', 'Ear', 'Electric blue', 'Eyebrow', 'Eyelash', 'Flash photography', 'Forehead', 'Fun', 'Gesture', 'Hair coloring', 'Hairstyle', 'Happy', 'Iris', 'Jaw', 'Lip', 'Mouth', 'Neck', 'Nose', 'Selfie', 'Skin', 'Wrinkle']",['suprised'],[],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
G3QFQHFYd8I,https://i.ytimg.com/vi/G3QFQHFYd8I/maxresdefault.jpg,"['Advertising', 'Event', 'Font', 'Fun', 'Gesture', 'Hairstyle', 'Happy', 'Jewellery', 'Leisure', 'Logo', 'Mouth', 'Smile']","['happy', 'other']","['DU', 'DU!', 'DU!\nDU HAST!\nGIG\n', 'GIG', 'HAST!']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
ZYC9EHOxUJs,https://i.ytimg.com/vi/ZYC9EHOxUJs/maxresdefault.jpg,"['Adaptation', 'Advertising', 'Beard', 'Community', 'Event', 'Font', 'Friendship', 'Fun', 'Games', 'Gesture', 'Happy', 'Jungle', 'Landscape', 'Leisure', 'Logo', 'Mammal', 'Movie', 'Photo caption', 'Plant', 'Publication', 'Recreation', 'Smile', 'T-shirt', 'Tree', 'Youth']","['happy', 'happy']","['&', 'AMIGO', 'Aberd', 'BUSCO', 'F', 'HOUSE', 'MEXICANO.', 'MI', 'NOVIA', 'PARA', 'toiS', 'toiS HOUSE\nBUSCO NOVIA\nPARA MI AMIGO\nMEXICANO.\nAberd\n& F\n']",UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY,UNLIKELY
7TVw1trLOdg,https://i.ytimg.com/vi/7TVw1trLOdg/maxresdefault.jpg,"['Cheek', 'Chin', 'Close-up', 'Cosmetic dentistry', 'Ear', 'Eye', 'Eyebrow', 'Eyelash', 'Fun', 'Gesture', 'Happy', 'Iris', 'Jaw', 'Laugh', 'Leisure', 'Lip', 'Lipstick', 'Magenta', 'Mouth', 'Neck', 'Nose', 'Organ', 'Pink', 'Selfie', 'Shout', 'Skin', 'Smile', 'Throat', 'Tongue', 'Tooth']","['happy', 'angry']",[],UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
E0fbFyf3X40,https://i.ytimg.com/vi/E0fbFyf3X40/maxresdefault.jpg,"['Brown hair', 'Cheek', 'Chin', 'Close-up', 'Ear', 'Event', 'Eye', 'Eyebrow', 'Eyelash', 'Eyewear', 'Face', 'Facial expression', 'Flash photography', 'Forehead', 'Friendship', 'Fun', 'Gesture', 'Happy', 'Human', 'Human body', 'Iris', 'Jaw', 'Laugh', 'Layered hair', 'Lip', 'Long hair', 'Mouth', 'Neck', 'Nose', 'Organ', 'Selfie', 'Skin', 'Smile', 'Snapshot', 'Temple', 'Tooth', 'Wrinkle']",['happy'],[],VERY_UNLIKELY,UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY
SxG9wNo0tqo,https://i.ytimg.com/vi/SxG9wNo0tqo/maxresdefault.jpg,"['Electric blue', 'Event', 'Facial expression', 'Font', 'Fun', 'Gesture', 'Happy', 'Leisure', 'Mouth', 'Smile', 'Wrinkle']",['happy'],"['omegle.com', 'omegle.com\n']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
8JRNG747TUY,https://i.ytimg.com/vi/8JRNG747TUY/maxresdefault.jpg,"['Beard', 'Cheek', 'Chin', 'Close-up', 'Community', 'Event', 'Eyebrow', 'Eyelash', 'Eyewear', 'Facial expression', 'Facial hair', 'Forehead', 'Friendship', 'Fun', 'Gesture', 'Hair', 'Hairstyle', 'Happy', 'Human', 'Jaw', 'Jewellery', 'Laugh', 'Leisure', 'Lip', 'Moustache', 'Mouth', 'Necklace', 'Nose', 'Organ', 'Selfie', 'Skin', 'Smile', 'Tooth', 'Wrinkle']","['happy', 'happy']","['A', 'AD', 'ADIV', 'ADIVIN', 'ADIVINA', 'ADIVINA\nADIVIN\nADIV\nADIY\nAD\nA\n', 'ADIY']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
eS-xj31oVdM,https://i.ytimg.com/vi/eS-xj31oVdM/maxresdefault.jpg,"['Blond', 'Brown hair', 'Cheek', 'Chin', 'Event', 'Eye', 'Eyebrow', 'Eyelash', 'Face', 'Forehead', 'Fun', 'Gesture', 'Green', 'Hair', 'Hairstyle', 'Happy', 'Jaw', 'Layered hair', 'Lip', 'Mouth', 'Nose', 'Red hair', 'Sharing', 'Skin', 'Smile', 'Step cutting', 'White-collar worker', 'Wrinkle', 'Youth']","['happy', 'happy']",[],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
mDlOr9x5_U4,https://i.ytimg.com/vi/mDlOr9x5_U4/maxresdefault.jpg,"['Audio equipment', 'Black hair', 'Brown hair', 'Cheek', 'Cosmetics', 'Entertainment', 'Event', 'Eye shadow', 'Eyebrow', 'Eyelash', 'Flash photography', 'Forehead', 'Fun', 'Gesture', 'Happy', 'Jaw', 'Layered hair', 'Lip', 'Lipstick', 'Long hair', 'Magenta', 'Makeover', 'Microphone', 'Mouth', 'Music artist', 'Nose', 'Singer', 'Skin', 'Smile', 'Spokesperson', 'Throat']","['happy', 'suprised']",[],UNLIKELY,UNLIKELY,VERY_UNLIKELY,POSSIBLE,VERY_UNLIKELY
