video_id,thumbnail_url,labels,faces,texts,adult,medical,racy,spoof,violence
PWM8GtyWxoo,https://i.ytimg.com/vi/PWM8GtyWxoo/maxresdefault.jpg,"['Brand', 'Cheek', 'Chin', 'Event', 'Eyelash', 'Facial hair', 'Finger', 'Font', 'Forehead', 'Fun', 'Gesture', 'Happy', 'Jaw', 'Job', 'Moustache', 'Mouth', 'Muscle', 'Nail', 'Nose', 'Picture frame', 'Room', 'T-shirt', 'Tableware', 'Thumb', 'White-collar worker', 'Wrist']",['other'],"['APRENDÍ', 'COMO', 'ESPAÑOL', 'NEWYOR', 'Nwork', 'Nwork\nNEWYOR\nCOMO\nAPRENDÍ\nESPAÑOL\n']",UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
2fiGZWjjVVU,https://i.ytimg.com/vi/2fiGZWjjVVU/maxresdefault.jpg,"['Adaptation', 'Advertising', 'Bridle', 'Event', 'Font', 'Happy', 'Horse tack', 'Landscape', 'Leisure', 'Livestock', 'Logo', 'Mammal', 'Pack animal', 'People', 'Photo caption', 'Plant', 'Recreation', 'Smile', 'Summer', 'T-shirt', 'Travel', 'Tree', 'Working animal']",['happy'],"['EN', 'EN RD POR PRIMERA VEZ\n', 'POR', 'PRIMERA', 'RD', 'VEZ']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,VERY_UNLIKELY
i_V-oTeAcnA,https://i.ytimg.com/vi/i_V-oTeAcnA/maxresdefault.jpg,"['Advertising', 'Bodybuilding', 'Brand', 'Chest', 'Elbow', 'Electric blue', 'Font', 'Gesture', 'Job', 'Logo', 'Muscle', 'Photo caption', 'Room', 'Smile', 'T-shirt', 'Thumb', 'Vehicle door', 'Vest']",['happy'],"['CALCETINES?', '¿MEDIAS', '¿MEDIAS\nCALCETINES?\n']",VERY_UNLIKELY,UNLIKELY,POSSIBLE,VERY_LIKELY,UNLIKELY
oALQGM3ELXM,https://i.ytimg.com/vi/oALQGM3ELXM/maxresdefault.jpg,"['Artist', 'Audio equipment', 'Belt', 'Concert', 'Elbow', 'Entertainment', 'Event', 'Font', 'Fun', 'Gesture', 'Hat', 'Magenta', 'Microphone', 'Music', 'Music artist', 'Musician', 'Orator', 'Performance', 'Performance art', 'Performing arts', 'Pop music', 'Public address system', 'Public event', 'Public speaking', 'Rapper', 'Rapping', 'Singer', 'Singing', 'Sleeve', 'Song', 'Sunglasses', 'T-shirt']",['other'],"['DE', 'EL', 'EL INGLÉS\nDE\nKENDRICK\nLAMAR\n', 'INGLÉS', 'KENDRICK', 'LAMAR']",VERY_UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY,UNLIKELY
3-8U84X0B6c,https://i.ytimg.com/vi/3-8U84X0B6c/maxresdefault.jpg,"['Advertising', 'Beard', 'Brand', 'Dress shirt', 'Event', 'Facial hair', 'Font', 'Gesture', 'Hardwood', 'Job', 'Moustache', 'Photo caption', 'Room', 'Varnish', 'Wood']",['other'],"['DIFÍCIL', 'E', 'E POR QUÉ\nEL INGLÉS\nES TAN DIFÍCIL\nThank\n', 'EL', 'ES', 'INGLÉS', 'POR', 'QUÉ', 'TAN', 'Thank']",VERY_UNLIKELY,UNLIKELY,POSSIBLE,POSSIBLE,UNLIKELY
j_VLxklYinQ,https://i.ytimg.com/vi/j_VLxklYinQ/maxresdefault.jpg,"['Advertising', 'Beard', 'Conversation', 'Entertainment', 'Event', 'Eyewear', 'Fashion design', 'Font', 'Fun', 'Gesture', 'Hair', 'Hairstyle', 'Happy', 'Jewellery', 'Lipstick', 'Movie', 'Music', 'Music artist', 'Necklace', 'Photo caption', 'Poster', 'Product', 'Sharing', 'Team']","['other', 'other', 'other', 'other']","['DE', 'EL', 'EL SECRETO DE ENTENDER EL HIP HOP\nEN INGLÉS\n', 'EN', 'ENTENDER', 'HIP', 'HOP', 'INGLÉS', 'SECRETO']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
D1Rq9ORQ-cA,https://i.ytimg.com/vi/D1Rq9ORQ-cA/maxresdefault.jpg,"['Advertising', 'Arm', 'Bracelet', 'Community', 'Entertainment', 'Event', 'Facial expression', 'Flag', 'Flag Day (USA)', 'Flag of the united states', 'Fun', 'Gesture', 'Hand', 'Happy', 'Human', 'Jewellery', 'Muscle', 'Necklace', 'Photo caption', 'Smile', 'Social group', 'T-shirt', 'Vest', 'Water bottle']","['happy', 'happy']","['B', 'CARDI', 'CON', 'FLEXING', 'FLEXING CON\nCARDI B\n']",UNLIKELY,UNLIKELY,LIKELY,UNLIKELY,UNLIKELY
v_alAV9n8bI,https://i.ytimg.com/vi/v_alAV9n8bI/maxresdefault.jpg,"['Advertising', 'Event', 'Flag', 'Flag of the united states', 'Font', 'Gesture', 'Happy', 'Moustache', 'Photo caption', 'Picture frame', 'Throat', 'Thumb']",['angry'],"['AMÉRICA:', 'NEWYO', 'Now', 'Now ork\nNEWYO\nAMÉRICA:\n¿CONTINENTE O\nPAÍS?\n', 'O', 'PAÍS?', 'ork', '¿CONTINENTE']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY,UNLIKELY
5fu-tYJ3te4,https://i.ytimg.com/vi/5fu-tYJ3te4/maxresdefault.jpg,"['Dress shirt', 'Electric blue', 'Event', 'Font', 'Fun', 'Gesture', 'Happy', 'Jersey', 'Leisure', 'Logo', 'Muscle', 'Pattern', 'Photo caption', 'Plaid', 'Sleeve', 'Smile', 'Sportswear', 'T-shirt', 'Tartan', 'Team', 'Youth']","['happy', 'happy']","['AUSTRALIANOS', 'HABLAR', 'HABLAR INGLES\nСOMO\nLOS AUSTRALIANOS\n', 'INGLES', 'LOS', 'СOMO']",UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
XjBgmy9Tq_E,https://i.ytimg.com/vi/XjBgmy9Tq_E/maxresdefault.jpg,"['Audio equipment', 'Baseball cap', 'Cap', 'Cool', 'Elbow', 'Entertainment', 'Event', 'Eyewear', 'Fashion accessory', 'Finger', 'Font', 'Fun', 'Gesture', 'Happy', 'Headgear', 'Leisure', 'Personal protective equipment', 'Sign language', 'Sleeve', 'Sports gear', 'T-shirt', 'Thumb', 'Vision care', 'Wrist']",['suprised'],"['CUKSILV', 'CUKSILV\n']",UNLIKELY,UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY
iI7y_-sP2V4,https://i.ytimg.com/vi/iI7y_-sP2V4/maxresdefault.jpg,"['Beard', 'Cheek', 'Chin', 'Eyebrow', 'Eyelash', 'Facial expression', 'Facial hair', 'Flash photography', 'Font', 'Forehead', 'Fun', 'Gesture', 'Happy', 'Head', 'Jaw', 'Laugh', 'Moustache', 'Mouth', 'Neck', 'Nose', 'Photo caption', 'Smile', 'T-shirt', 'Tooth']",['happy'],"['EN', 'ESPAÑA', 'N', 'N\nSER\nNEGRO\nEN ESPAÑA\n', 'NEGRO', 'SER']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
cRGd0lMqTHE,https://i.ytimg.com/vi/cRGd0lMqTHE/maxresdefault.jpg,"['Banknote', 'Cash', 'Circle', 'Collectable', 'Currency', 'Eyebrow', 'Font', 'History', 'Money', 'Paper', 'Paper product', 'Rectangle', 'Signature', 'Stock photography']","['other', 'other']","['$COTT', '01985909', '01985909B', '2001', 'ALL', 'AND', 'B', 'CL', 'CONSEJOS', 'CONSEJOS FINANCIEROS DE TRAVI$ $COTT\nUNUNDSTATES\nOFAMERICA\nFEDERAL RESERVE N OTE\nCL 01985909 B\nL12\nENT F\nSTATES\nRAT RESE\nCL 01985909B\nTHIS NOTE IS LEGAL TENDER\nFOR ALL DEBTS, PUBLIC AND PRIVATE\nmeri\nD47\nSecretary of the Treasury.\nD3\nTreasurer of the United States.\nSERIES\n2001\nONEHONDRE DDOLLARS\nENN\nIN FED\n', 'D3', 'D47', 'DDOLLARS', 'DE', 'DEBTS,', 'ENN', 'ENT', 'F', 'FED', 'FEDERAL', 'FINANCIEROS', 'FOR', 'IN', 'IS', 'L12', 'LEGAL', 'N', 'NOTE', 'OFAMERICA', 'ONEHONDRE', 'OTE', 'PRIVATE', 'PUBLIC', 'RAT', 'RESE', 'RESERVE', 'SERIES', 'STATES', 'Secretary', 'States.', 'TENDER', 'THIS', 'TRAVI$', 'Treasurer', 'Treasury.', 'UNUNDSTATES', 'United', 'meri', 'of', 'the']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
1RUfqkgejP8,https://i.ytimg.com/vi/1RUfqkgejP8/maxresdefault.jpg,"['Audio equipment', 'Beard', 'Cheek', 'Chin', 'Community', 'Cool', 'Eye', 'Eyebrow', 'Eyelash', 'Facial hair', 'Forehead', 'Fun', 'Happy', 'Jaw', 'Laugh', 'Moustache', 'Mouth', 'Muscle', 'Nose', 'Room', 'Smile', 'T-shirt']",['happy'],"['APRENDER', 'COMO', 'COMO\nAPRENDER\nIDIOMAS\nwin i\nwis wie\n', 'IDIOMAS', 'i', 'wie', 'win', 'wis']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,VERY_UNLIKELY
TWYlZ0pMr4k,https://i.ytimg.com/vi/TWYlZ0pMr4k/maxresdefault.jpg,"['Beard', 'Brand', 'Dress shirt', 'Event', 'Eyebrow', 'Facial hair', 'Fashion', 'Flag', 'Flash photography', 'Font', 'Forehead', 'Formal wear', 'Gesture', 'Hairstyle', 'Job', 'Magenta', 'Moustache', 'Mouth', 'People', 'Photo caption', 'Picture frame', 'Room', 'Sleeve', 'Snapshot', 'T-shirt', 'Team', 'Thumb', 'Tie', 'White-collar worker']",['other'],"['NEW', 'NEWAYORK', 'NHYORK.', 'NOONO1', 'New', 'New York\nNHYORK.\nNEW YORK\nNEWAYORK\nTlew York\nNOONO1\norigen de la palabra gringo\n', 'Tlew', 'YORK', 'York', 'de', 'gringo', 'la', 'origen', 'palabra']",UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY,UNLIKELY
JrXQZe_Pcq8,https://i.ytimg.com/vi/JrXQZe_Pcq8/maxresdefault.jpg,"['Advertising', 'Brand', 'Chin', 'Curtain', 'Engineering', 'Event', 'Flash photography', 'Font', 'Forehead', 'Job', 'Logo', 'Muscle', 'Photo caption', 'Room', 'T-shirt']",['happy'],"['DOMINICANO', 'LLAMAN', 'ME', 'ME LLAMAN\nDOMINICANO\n']",UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY,UNLIKELY
2FrTLb_b0RM,https://i.ytimg.com/vi/2FrTLb_b0RM/maxresdefault.jpg,"['Advertising', 'Brand', 'Chest', 'Community', 'Elbow', 'Electric blue', 'Event', 'Finger', 'Flag', 'Flag Day (USA)', 'Flag of the united states', 'Font', 'Gesture', 'Happy', 'Job', 'Logo', 'Poster', 'Sleeve', 'Smile', 'T-shirt', 'Thumb', 'Wrist']",['happy'],"['COMO', 'GRINGOS', 'HABLAR', 'HABLAR INGLÉS\nCOMO LOS\nGRINGOS\n', 'INGLÉS', 'LOS']",VERY_UNLIKELY,UNLIKELY,LIKELY,UNLIKELY,VERY_UNLIKELY
mjBgv24P1ok,https://i.ytimg.com/vi/mjBgv24P1ok/maxresdefault.jpg,"['Azure', 'Beard', 'Cap', 'Circle', 'Electric blue', 'Eyebrow', 'Eyewear', 'Facial hair', 'Fashion accessory', 'Flag of the united states', 'Font', 'Fun', 'Gesture', 'Happy', 'Hat', 'Jaw', 'Laugh', 'Leisure', 'Moustache', 'Mouth', 'Rectangle', 'Smile', 'Sun hat', 'T-shirt', 'Travel']","['happy', 'happy']","['00', 'Multilingues.', 'YouTubers', 'YouTubers Multilingues.\n00\n']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
7wIJEuWInow,https://i.ytimg.com/vi/7wIJEuWInow/maxresdefault.jpg,"['Advertising', 'Beard', 'Chest', 'Chin', 'Dress shirt', 'Event', 'Facial hair', 'Font', 'Fun', 'Happy', 'Jewellery', 'Pattern', 'Photo caption', 'Picture frame', 'Plaid', 'Publication', 'Sleeve', 'Smile', 'T-shirt', 'Tartan']",['happy'],"['A', 'ENGLISH:', 'ESPAÑOL', 'FIRST', ""GRINGO'S"", 'GUIDE', 'IN', 'LEARNING', 'MY', ""MY FIRST\nVIDEO IN\nENGLISH:\nA GRINGO'S GUIDE\nTO LEARNING\n¡ ESPAÑOL ¡\n"", 'TO', 'VIDEO', '¡']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
uj6i6gjz3gQ,https://i.ytimg.com/vi/uj6i6gjz3gQ/maxresdefault.jpg,"['Art', 'Chin', 'Circle', 'Event', 'Font', 'Fun', 'Gesture', 'Happy', 'Human', 'Jewellery', 'Laugh', 'Oval', 'Rectangle', 'Sleeve', 'Smile']","['happy', 'happy']","['Multilingues.', 'YouTubers', 'YouTubers Multilingues.\n']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
dOCWtBQ7HkM,https://i.ytimg.com/vi/dOCWtBQ7HkM/maxresdefault.jpg,"['Abdomen', 'Beard', 'Beauty', 'Black hair', 'Brassiere', 'Cap', 'Chest', 'Entertainment', 'Event', 'Eyewear', 'Facial expression', 'Fashion', 'Fun', 'Hairstyle', 'Happy', 'Hat', 'Human', 'Jewellery', 'Leisure', 'Muscle', 'Necklace', 'Organ', 'People', 'Red', 'Shorts', 'Smile', 'Social group', 'Swimwear', 'T-shirt', 'Team', 'Thigh', 'Vest', 'Youth']","['happy', 'other', 'other']","['上市', '上帝', '上帝興依常在\n上市興你常在\n', '你', '依', '在', '常', '興']",UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY,VERY_UNLIKELY
G-MFksNU604,https://i.ytimg.com/vi/G-MFksNU604/maxresdefault.jpg,"['Beard', 'Brand', 'Electric blue', 'Event', 'Flag', 'Flag Day (USA)', 'Flag of the united states', 'Font', 'Forehead', 'Happy', 'Logo', 'Moustache', 'Red', 'Sleeve', 'Smile', 'T-shirt']",['happy'],"['AMERICANO?', 'BRITÁNICO', 'BRITÁNICO\nAMERICANO?\n']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
CalnwLb13Ws,https://i.ytimg.com/vi/CalnwLb13Ws/maxresdefault.jpg,"['Audio equipment', 'Beard', 'Brand', 'Chin', 'Electric blue', 'Eyewear', 'Facial hair', 'Font', 'Forehead', 'Gesture', 'Jaw', 'Job', 'Joint', 'Logo', 'Muscle', 'Neck', 'Room', 'Shoulder', 'Sleeve', 'Smile', 'Sportswear', 'T-shirt']",['happy'],"['ACENTO?', 'ES', 'MI', '¿COMO', '¿COMO\nES\nMI\nACENTO?\n']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,VERY_UNLIKELY
wmk_cbHTZvM,https://i.ytimg.com/vi/wmk_cbHTZvM/maxresdefault.jpg,"['Community', 'Event', 'Font', 'Happy', 'Job', 'Product', 'Publication', 'Room', 'Shelving', 'Shirt', 'Sleeve', 'Smile', 'T-shirt']",['happy'],"['-', '7', 'ARY', 'BECOMING', 'CLARK', 'CON', 'Chnmpion', 'DAILY', 'EFFECTIVE', 'ESTOS', 'Eatt', 'Entrepreneurial', 'HANSELMAN', 'HAS', 'HIGHLY', 'HOLIDAY', 'INGLÉS', 'LIBROS', 'LLLLV', 'NOW', 'O', 'OF', 'OING', 'ON', 'PEOPLE', 'POWER', 'PRACTICA', 'PRACTICA\nINGLÉS\nCON ESTOS\nARY\nthe SEAToheSO\nEatt Tolie - THE POWER OF NOW\nLIBROS\nZUKAV\nTHE 7 HAS o HIGHLY EFFECTIVE PEOPLE\nOING YOUR ON\ninlluencer\nEntrepreneurial O\nCLARK\nRYAN HOLIDAY\nSTEPHEN HANSELMAN\nChnmpion\nTHE DAILY STOIC\nBECOMING\nLLLLV UAG\n', 'RYAN', 'SEAToheSO', 'STEPHEN', 'STOIC', 'THE', 'Tolie', 'UAG', 'YOUR', 'ZUKAV', 'inlluencer', 'o', 'the']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
hL3a_M6yWYE,https://i.ytimg.com/vi/hL3a_M6yWYE/maxresdefault.jpg,"['Advertising', 'Arm', 'Beard', 'Brand', 'Chest', 'Elbow', 'Facial hair', 'Font', 'Forehead', 'Gesture', 'Jaw', 'Jersey', 'Job', 'Joint', 'Logo', 'Mouth', 'Muscle', 'Neck', 'Photo caption', 'Product', 'Room', 'Shoulder', 'Sleeve', 'Sportswear', 'Street fashion', 'T-shirt', 'Thumb', 'Wrist']",['suprised'],"['DICEN', 'EL', 'ES', 'FÁCIL?', 'INGLÉS', 'POR', 'QUE', 'QUÉ', '¿', '¿ POR QUÉ DICEN QUE EL INGLÉS ES FÁCIL?\n']",UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
FlfxjaGouLM,https://i.ytimg.com/vi/FlfxjaGouLM/maxresdefault.jpg,"['Advertising', 'Beard', 'Community', 'Cool', 'Event', 'Eyewear', 'Facial hair', 'Font', 'Friendship', 'Fun', 'Gesture', 'Goggles', 'Grass', 'Hairstyle', 'Happy', 'Headgear', 'Human', 'Landscape', 'Leisure', 'Moustache', 'Mouth', 'Personal protective equipment', 'Photo caption', 'Recreation', 'Selfie', 'Sky', 'Smile', 'Sunglasses', 'Team', 'Tourism', 'Travel', 'Vision care']","['happy', 'happy']","['CALIFORNIA', 'CALIFORNIA\n']",UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,VERY_UNLIKELY
SOAMEf7GPtk,https://i.ytimg.com/vi/SOAMEf7GPtk/maxresdefault.jpg,"['Advertising', 'Event', 'Font', 'Fun', 'Gesture', 'Happy', 'Leisure', 'Logo', 'Palm tree', 'Photo caption', 'Sky', 'T-shirt', 'Travel', 'Tree']",['angry'],"['¿SPANGLISH?', '¿SPANGLISH?\n']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
Fn0E4CG1SnU,https://i.ytimg.com/vi/Fn0E4CG1SnU/maxresdefault.jpg,"['Child', 'Couch', 'Curtain', 'Event', 'Eyewear', 'Fashion', 'Fun', 'Happy', 'Lamp', 'Leisure', 'Room', 'Smile', 'Snapshot', 'T-shirt', 'Television', 'Youth']","['happy', 'other', 'suprised', 'happy', 'happy', 'happy', 'other', 'happy', 'happy']","['40', 'B', 'JANE', 'PASA,', 'RACKEOD', 'Rack', 'THE', 'TODAY', 'U.SA.?', 'VIRG', 'ant', 'black', 'later', 's', 'years', '¿Quê', '¿Quê\nPASA,\nU.SA.?\nTODAY\n40 years later\nRACKEOD\nRack B\nJANE\nVIRG\nTHE ant\nblack s\n']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
grHmapqiwU8,https://i.ytimg.com/vi/grHmapqiwU8/maxresdefault.jpg,"['Artist', 'Audio equipment', 'Bracelet', 'Concert', 'Entertainment', 'Event', 'Fashion design', 'Flash photography', 'Font', 'Fun', 'Gesture', 'Jewellery', 'Magenta', 'Microphone', 'Music', 'Music artist', 'Music venue', 'Musician', 'Performance', 'Performance art', 'Performing arts', 'Pink', 'Pop music', 'Public event', 'Singer', 'Singing', 'Song', 'Stage', 'Thigh', 'Visual effect lighting']",['other'],"['DE', 'EL', 'ESPAÑOL', 'ESTÁ', 'J', 'LO?', 'TAL', '¿QUÉ', '¿QUÉ TAL ESTÁ EL\nESPAÑOL DE J LO?\n']",UNLIKELY,UNLIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY
LnOWfnU3J4k,https://i.ytimg.com/vi/LnOWfnU3J4k/maxresdefault.jpg,"['Adaptation', 'Beard', 'Brand', 'Clothing', 'Eye', 'Facial expression', 'Facial hair', 'Flowering plant', 'Font', 'Gesture', 'Grass', 'Green', 'Happy', 'Head', 'Herb', 'Human', 'Jaw', 'Organ', 'Organism', 'Photo caption', 'Plant', 'Sleeve', 'Smile', 'Terrestrial plant']","['other', 'happy']","['ALCOHOL', 'CON', 'MARIHUANA?', 'MEJOR', 'O', '¿HABLAMOS', '¿HABLAMOS MEJOR CON ALCOHOL O MARIHUANA?\n']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
